Flow_Id,App Id,Packets,Bytes,Life,State,Timeout
32088147978799629,org.onosproject.fwd,1,98,8,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,8,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,8,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,8,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,8,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,8,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,8,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,8,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,8,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,ADDED,10
32088147978799629,org.onosproject.fwd,1,98,13,PENDING_REMOVE,10
